🕘️更新时间,#genre#
CCTV-8,http://home.scanflove.com:7788/rtp/235.254.198.57:1504
CCTV-8,http://vpn.famcloud.top:9878/rtp/239.3.1.175:8001
CCTV-8,http://www.rongrong.me:14022/rtp/233.18.204.74:5140
CCTV-8,http://sdray.gicp.net:8822/rtp/239.16.20.8:10080
CCTV-8,http://esxi.juzhijian.com:8822/rtp/239.16.20.8:10080
CCTV-8,http://www.sclvip.top:5566/rtp/239.49.8.77:8000
CCTV-9,http://vp.maomizi.cc:9530/rtp/239.77.0.135:5146
CCTV-9,http://zczb.aylzline.top:8899/rtp/225.1.2.80:10474
CCTV-9,http://www.wjyu.top:4022/rtp/233.18.204.75:5140
CCTV-9,http://www.marcvision.xyz:8000/rtp/238.1.78.240:7792
CCTV-9,http://hnzznas.xgpuplay.eu.org:8818/rtp/225.1.2.80:10474
CCTV-9,http://marcvision.xyz:8000/rtp/238.1.78.240:7792
CCTV-9,http://server.juzhijian.com:8822/rtp/239.16.20.9:10090
CCTV-9,http://hiliu.myds.me:18088/rtp/239.69.1.104:10262
CCTV-9,http://lysj.aylzline.top:8899/rtp/225.1.2.80:10474
CCTV-9,http://joyznm.i234.me:20000/rtp/239.3.1.62:8112
CCTV-10,http://198.204.228.26/live/cctv10hd.m3u8
CCTV-10,http://www.rongrong.me:14022/rtp/233.18.204.76:5140
CCTV-10,http://zczb.aylzline.top:8899/rtp/225.1.2.81:10480
CCTV-10,http://server.juzhijian.com:8822/rtp/239.16.20.10:10100
CCTV-10,http://hnzznas.xgpuplay.eu.org:8818/rtp/225.1.2.81:10480
CCTV-10,http://www.marcvision.xyz:8000/rtp/238.1.78.241:7800
CCTV-10,http://sdray.gicp.net:8822/rtp/239.16.20.10:10100
CCTV-10,http://marcvision.xyz:8000/rtp/238.1.78.241:7800
CCTV-10,https://cdn4.skygo.mn/live/disk1/CCTV-10/HLSv3-FTA/CCTV-10.m3u8
CCTV-10,http://www.yyf1991.top:9999/rtp/233.18.204.76:5140
CCTV-11,https://iptv.catvod.com/live.php?id=CCTV11&line=5
CCTV-11,https://iptv.catvod.com/catvod?id=CCTV11&line=4
CCTV-11,http://198.204.228.26/live/cctv11hd.m3u8
CCTV-11,http://wmh.wmh.ink:6633/rtp/239.77.1.108:5146
CCTV-11,http://www.sclvip.top:5566/rtp/239.49.0.127:8000
CCTV-11,http://zczb.aylzline.top:8899/rtp/225.1.2.220:11434
CCTV-11,http://z.d4p.cn:8000/rtp/239.49.0.127:8000
CCTV-11,http://www.rongrong.me:14022/rtp/233.18.204.77:5140
CCTV-11,http://zhangkx717.cn:9999/rtp/239.69.1.154:10560
CCTV-11,http://www.wjyu.top:4022/rtp/233.18.204.77:5140
CCTV-12,https://iptv.catvod.com/catvod?id=CCTV12&line=5
CCTV-12,http://198.204.228.26/live/cctv12hd.m3u8
CCTV-12,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
CCTV-12,http://wmh.wmh.ink:6633/rtp/239.77.0.136:5146
CCTV-12,http://zczb.aylzline.top:8899/rtp/225.1.2.82:10486
CCTV-12,http://esxi.juzhijian.com:8822/rtp/239.16.20.12:10120
CCTV-12,http://sdray.gicp.net:8822/rtp/239.16.20.12:10120
CCTV-12,http://zhangkx717.cn:9999/rtp/239.69.1.106:10274
CCTV-12,http://www.rongrong.me:14022/rtp/233.18.204.78:5140
CCTV-12,http://www.hongzhijiaoyu.net:8188/rtp/239.77.0.136:5146
CCTV-13,https://iptv.catvod.com/live.php?id=CCTV13&line=10
CCTV-13,https://iptv.catvod.com/catvod?id=CCTV13&line=1
CCTV-13,https://iptv.catvod.com/live.php?id=CCTV13&line=5
CCTV-13,https://iptv.catvod.com/live.php?id=CCTV13&line=7
CCTV-13,https://iptv.catvod.com/catvod?id=CCTV13&line=5
CCTV-13,http://zczb.aylzline.top:8899/rtp/225.1.2.74:11584
CCTV-13,http://www.rongrong.me:14022/rtp/233.18.204.79:5140
CCTV-13,http://vpn.famcloud.top:9878/rtp/239.3.1.124:8128
CCTV-13,http://hiliu.myds.me:18088/rtp/239.254.96.161:9040
CCTV-13,http://esxi.juzhijian.com:8822/rtp/239.16.20.13:10130
CCTV-14,https://iptv.catvod.com/catvod?id=CCTV14&line=7
CCTV-14,http://198.204.228.26/live/cctv14hd.m3u8
CCTV-14,http://liuwenxiaokevin.top:14044/rtp/233.18.204.80:5140
CCTV-14,http://www.rongrong.me:14022/rtp/233.18.204.80:5140
CCTV-14,http://zczb.aylzline.top:8899/rtp/225.1.2.83:10492
CCTV-14,http://esxi.juzhijian.com:8822/rtp/239.16.20.14:10140
CCTV-14,http://sdray.gicp.net:8822/rtp/239.16.20.14:10140
CCTV-14,http://www.wjyu.top:4022/rtp/233.18.204.80:5140
CCTV-14,http://lbyjlt.vv5678.cn:8880/rtp/239.77.0.133:5146
CCTV-14,http://wmh.wmh.ink:6633/rtp/239.77.0.133:5146
CCTV-15,https://iptv.catvod.com/catvod?id=CCTV15%E9%9F%B3%E4%B9%90&line=1
CCTV-15,https://iptv.catvod.com/live.php?id=CCTV15&line=9
CCTV-15,https://iptv.catvod.com/live.php?id=CCTV15&line=8
CCTV-15,http://wmh.wmh.ink:6633/rtp/239.77.1.239:5146
CCTV-15,http://zhangkx717.cn:9999/rtp/239.69.1.155:10566
CCTV-15,http://liuwenxiaokevin.top:14044/rtp/233.18.204.81:5140
CCTV-15,http://zczb.aylzline.top:8899/rtp/225.1.2.221:11440
CCTV-15,http://sdray.gicp.net:8822/rtp/239.16.20.15:10150
CCTV-15,http://lysj.aylzline.top:8899/rtp/225.1.2.221:11440
CCTV-15,http://lbyjlt.vv5678.cn:8880/rtp/239.77.1.239:5146
CCTV-16,https://iptv.catvod.com/catvod?id=CCTV16&line=2
CCTV-16,https://iptv.catvod.com/catvod?id=CCTV16&line=1
CCTV-16,http://207.56.13.146:81/cdnlive/cctv16.m3u8
CCTV-16,http://198.204.228.26/live/cctv16hd.m3u8
CCTV-16,http://zhangkx717.cn:9999/rtp/239.69.1.247:11124
CCTV-16,http://www.sclvip.top:5566/rtp/239.49.8.31:8000
CCTV-16,http://z.d4p.cn:8000/rtp/239.49.8.31:8000
CCTV-16,http://hongzhijiaoyu.net:8188/rtp/239.77.0.165:5146
CCTV-16,http://liuwenxiaokevin.top:14044/rtp/233.18.204.215:5140
CCTV-16,http://www.yyf1991.top:9999/rtp/233.18.204.82:5140
CCTV-17,https://iptv.catvod.com/catvod?id=CCTV17%E5%86%9C%E4%B8%9A%E5%86%9C%E6%9D%91&line=1
CCTV-17,https://iptv.catvod.com/catvod?id=CCTV17&line=7
CCTV-17,https://iptv.catvod.com/catvod?id=CCTV17&line=8
CCTV-17,https://iptv.catvod.com/catvod?id=CCTV17&line=4
CCTV-17,https://iptv.catvod.com/catvod?id=CCTV17&line=5
CCTV-17,https://iptv.catvod.com/catvod?id=CCTV17&line=1
CCTV-17,https://iptv.catvod.com/catvod?id=CCTV17&line=6
CCTV-17,https://iptv.catvod.com/catvod?id=CCTV17&line=3
CCTV-17,https://iptv.catvod.com/live.php?id=CCTV17&line=4
CCTV-17,https://iptv.catvod.com/catvod?id=CCTV17&line=2

卫视频道,#genre#
安徽卫视,http://192.151.150.154/live/ahwshd.m3u8
安徽卫视,http://107.150.60.122/live/ahwshd.m3u8
安徽卫视,http://207.56.13.146:81/cdnlive/ahws.m3u8
北京卫视,https://iptv.catvod.com/catvod?id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86&line=6
北京卫视,http://107.150.60.122/live/bjwshd.m3u8
北京卫视,http://198.204.228.26/live/bjwshd.m3u8
北京卫视,http://192.151.150.154/live/bjwshd.m3u8
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://207.56.13.146:81/cdnlive/bjws.m3u8
北京卫视,http://www.rongrong.me:14022/rtp/233.18.204.87:5140
北京卫视,http://www.marcvision.xyz:8000/rtp/238.1.78.162:7168
北京卫视,http://server.juzhijian.com:8822/rtp/239.16.20.76:10760
北京卫视,http://z.d4p.cn:8000/rtp/239.49.8.11:9414
重庆卫视,http://207.56.13.146:81/cdnlive/cqws.m3u8
重庆卫视,http://hiliu.myds.me:18088/rtp/239.69.1.149:10530
重庆卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.122:8160
重庆卫视,http://home.amucn.net:8800/rtp/239.49.8.57:9830
东方卫视,http://198.204.228.26/live/dfwshd.m3u8
东方卫视,http://192.151.150.154/live/dfwshd.m3u8
东方卫视,http://liuwenxiaokevin.top:14044/rtp/233.18.204.51:5140
东方卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.86:10510
东方卫视,http://server.juzhijian.com:8822/rtp/239.16.20.73:10730
东方卫视,http://sdray.gicp.net:8822/rtp/239.16.20.73:10730
东方卫视,http://www.rongrong.me:14022/rtp/233.18.204.51:5140
东方卫视,http://esxi.juzhijian.com:8822/rtp/239.16.20.73:10730
东方卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.136:8032
东方卫视,http://www.marcvision.xyz:8000/rtp/238.1.78.163:7176
东南卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dnwshd
东南卫视,http://198.204.228.26/live/dnwshd.m3u8
东南卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.226:11470
东南卫视,http://wmh.wmh.ink:6633/rtp/239.77.0.146:5146
东南卫视,http://www.rongrong.me:14022/rtp/233.18.204.94:5140
东南卫视,http://sdray.gicp.net:8822/rtp/239.16.20.82:10820
东南卫视,http://esxi.juzhijian.com:8822/rtp/239.16.20.82:10820
东南卫视,http://zhangkx717.cn:9999/rtp/239.69.1.108:10286
东南卫视,http://server.juzhijian.com:8822/rtp/239.16.20.82:10820
东南卫视,http://www.marcvision.xyz:8000/rtp/238.1.78.22:6104
甘肃卫视,http://192.151.150.154/live/gswshd.m3u8
甘肃卫视,http://207.56.13.146:81/cdnlive/gsws.m3u8
广东卫视,http://192.151.150.154/live/gdwshd.m3u8
广东卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.151:10924
广东卫视,http://zhangkx717.cn:9999/rtp/239.254.96.140:8914
广东卫视,http://liuwenxiaokevin.top:14044/rtp/233.18.204.88:5140
广东卫视,http://www.rongrong.me:14022/rtp/233.18.204.88:5140
广东卫视,http://joyznm.i234.me:20000/rtp/239.3.1.142:8048
广东卫视,http://home.scanflove.com:7788/rtp/235.254.196.204:1088
广东卫视,http://www.hongzhijiaoyu.net:8188/rtp/239.77.0.84:5146
广东卫视,http://www.sclvip.top:5566/rtp/239.49.8.13:9422
广东卫视,http://hnzznas.xgpuplay.eu.org:8818/rtp/225.1.2.151:10924
广西卫视,http://192.151.150.154/live/gxwshd.m3u8
广西卫视,http://198.204.228.26/live/gxwshd.m3u8
广西卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gxwshd
广西卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.34:10198
广西卫视,http://esxi.juzhijian.com:8822/rtp/239.16.20.84:10840
广西卫视,http://www.rongrong.me:14022/rtp/233.18.204.107:5140
广西卫视,http://zhangkx717.cn:9999/rtp/239.69.1.191:10788
广西卫视,http://sdray.gicp.net:8822/rtp/239.16.20.84:10840
广西卫视,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.191:10788
广西卫视,http://liuwenxiaokevin.top:14044/rtp/233.18.204.107:5140
贵州卫视,https://iptv.catvod.com/live.php?id=%E8%B4%B5%E5%B7%9E%E5%8D%AB%E8%A7%86&line=5
贵州卫视,http://192.151.150.154/live/gzwshd.m3u8
贵州卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gzwshd
贵州卫视,http://198.204.228.26/live/gzwshd.m3u8
贵州卫视,http://107.150.60.122/live/gzwshd.m3u8
海南卫视,http://www.maomizi.cn:9530/rtp/239.253.43.35:5146
海南卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.107:11620
海南卫视,http://iptv.xxika.net:8188/rtp/239.253.43.35:5146
海南卫视,http://esxi.juzhijian.com:8822/rtp/239.16.20.97:10970
海南卫视,http://sdray.gicp.net:8822/rtp/239.16.20.97:10970
海南卫视,http://server.juzhijian.com:8822/rtp/239.16.20.97:10970
海南卫视,http://z.d4p.cn:8000/rtp/239.49.8.83:8000
海南卫视,http://zhangkx717.cn:9999/rtp/239.69.1.151:10542
海南卫视,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.151:10542
海南卫视,http://wmh.wmh.ink:6633/rtp/239.253.43.35:5146
河北卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hewshd
河北卫视,http://198.204.228.26/live/hbwshd.m3u8
河北卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.106:11614
河北卫视,http://www.rongrong.me:14022/rtp/233.18.204.103:5140
河北卫视,http://server.juzhijian.com:8822/rtp/239.16.20.88:10880
河北卫视,http://sdray.gicp.net:8822/rtp/239.16.20.88:10880
河北卫视,http://hongzhijiaoyu.net:8188/rtp/239.77.1.214:5146
河北卫视,http://www.hongzhijiaoyu.net:8188/rtp/239.77.1.214:5146
河北卫视,http://marcvision.xyz:8000/rtp/238.1.78.245:7832
河北卫视,http://www.marcvision.xyz:8000/rtp/238.1.78.245:7832
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://lxajh.top/tv/hn.php?id=hnws
河南卫视,http://192.151.150.154/live/hawshd.m3u8
河南卫视,http://198.204.228.26/live/hawshd.m3u8
河南卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hawshd
河南卫视,http://107.150.60.122/live/hawshd.m3u8
河南卫视,http://207.56.13.146:81/cdnlive/haws.m3u8
河南卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.99:10588
河南卫视,http://liuwenxiaokevin.top:14044/rtp/233.18.204.105:5140
河南卫视,http://esxi.juzhijian.com:8822/rtp/239.16.20.21:10210
黑龙江卫视,http://198.204.228.26/live/hljwshd.m3u8
黑龙江卫视,http://192.151.150.154/live/hljwshd.m3u8
黑龙江卫视,http://107.150.60.122/live/hljwshd.m3u8
黑龙江卫视,http://207.56.13.146:81/cdnlive/hljws.m3u8
黑龙江卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hljwshd
湖北卫视,http://192.151.150.154/live/hbwshd.m3u8
湖北卫视,http://207.56.13.146:81/cdnlive/hbws.m3u8
湖北卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.90:10534
湖北卫视,http://liuwenxiaokevin.top:14044/rtp/233.18.204.92:5140
湖北卫视,http://sdray.gicp.net:8822/rtp/239.16.20.87:10870
湖北卫视,http://www.rongrong.me:14022/rtp/233.18.204.92:5140
湖北卫视,http://server.juzhijian.com:8822/rtp/239.16.20.87:10870
湖北卫视,http://www.sclvip.top:5566/rtp/239.49.8.8:9632
湖北卫视,http://esxi.juzhijian.com:8822/rtp/239.16.20.87:10870
湖北卫视,http://www.wjyu.top:4022/rtp/233.18.204.92:5140
湖南卫视,http://192.151.150.154/live/hnwshd.m3u8
湖南卫视,http://198.204.228.26/live/hnwshd.m3u8
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8
湖南卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.50:10294
湖南卫视,http://server.juzhijian.com:8822/rtp/239.16.20.72:10720
湖南卫视,http://esxi.juzhijian.com:8822/rtp/239.16.20.72:10720
湖南卫视,http://sdray.gicp.net:8822/rtp/239.16.20.72:10720
湖南卫视,http://marcvision.xyz:8000/rtp/238.1.78.160:7152
湖南卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.132:8012
湖南卫视,http://www.syy3.top:3861/rtp/239.77.1.5:5146
吉林卫视,http://198.204.228.26/live/jlwshd.m3u8
吉林卫视,http://207.56.13.146:81/cdnlive/jlws.m3u8
江苏卫视,http://192.151.150.154/live/jswshd.m3u8
江苏卫视,http://198.204.228.26/live/jswshd.m3u8
江苏卫视,http://www.rongrong.me:14022/rtp/233.18.204.85:5140
江苏卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.84:10498
江苏卫视,http://z.d4p.cn:8000/rtp/239.49.8.16:9602
江苏卫视,http://home.scanflove.com:7788/rtp/235.254.198.64:1532
江苏卫视,http://server.juzhijian.com:8822/rtp/239.16.20.74:10740
江苏卫视,http://sdray.gicp.net:8822/rtp/239.16.20.74:10740
江苏卫视,http://esxi.juzhijian.com:8822/rtp/239.16.20.74:10740
江苏卫视,http://www.marcvision.xyz:8000/rtp/238.1.78.165:7192
江西卫视,https://iptv.catvod.com/live.php?id=%E6%B1%9F%E8%A5%BF%E5%8D%AB%E8%A7%86&line=6
江西卫视,http://207.56.13.146:81/cdnlive/jxws.m3u8
江西卫视,http://198.204.228.26/live/jxwshd.m3u8
江西卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=jxwshd
江西卫视,http://107.150.60.122/live/jxwshd.m3u8
江西卫视,http://liuwenxiaokevin.top:14044/rtp/233.18.204.95:5140
江西卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.77:11602
江西卫视,http://server.juzhijian.com:8822/rtp/239.16.20.89:10890
江西卫视,http://www.rongrong.me:14022/rtp/233.18.204.95:5140
江西卫视,http://www.hongzhijiaoyu.net:8188/rtp/239.77.1.219:5146
辽宁卫视,http://192.151.150.154/live/lnwshd.m3u8
辽宁卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=lnwshd
辽宁卫视,http://198.204.228.26/live/lnwshd.m3u8
内蒙古卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nmgws
内蒙古卫视,http://satellitepull.cnr.cn/live/wx32nmgws/playlist.m3u8
宁夏卫视,https://iptv.catvod.com/live.php?id=%E5%AE%81%E5%A4%8F%E5%8D%AB%E8%A7%86&line=1
宁夏卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nxws
青海卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=qhws
三沙卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ssws
山东卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=sdwshd
山东卫视,http://192.151.150.154/live/sdwshd.m3u8
山东卫视,http://198.204.228.26/live/sdwshd.m3u8
山西卫视,http://198.204.228.26/live/sxwshd.m3u8
山西卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=sxwshd
山西卫视,http://107.150.60.122/live/sxwshd.m3u8
山西卫视,http://192.151.150.154/live/sxwshd.m3u8
陕西卫视,http://198.204.228.26/live/snwshd.m3u8
陕西卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=snwshd
深圳卫视,http://198.204.228.26/live/szwshd.m3u8
深圳卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.91:10540
深圳卫视,http://wmh.wmh.ink:6633/rtp/239.77.0.92:5146
深圳卫视,http://www.rongrong.me:14022/rtp/233.18.204.89:5140
深圳卫视,http://liuwenxiaokevin.top:14044/rtp/233.18.204.89:5140
深圳卫视,http://esxi.juzhijian.com:8822/rtp/239.16.20.77:10770
深圳卫视,http://zhangkx717.cn:9999/rtp/239.254.96.137:8896
深圳卫视,http://server.juzhijian.com:8822/rtp/239.16.20.77:10770
深圳卫视,http://sdray.gicp.net:8822/rtp/239.16.20.77:10770
深圳卫视,http://www.sclvip.top:5566/rtp/239.49.8.15:9430
四川卫视,http://207.56.13.146:81/cdnlive/scws.m3u8
四川卫视,http://192.151.150.154/live/scwshd.m3u8
四川卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=scwshd
四川卫视,http://107.150.60.122/live/scwshd.m3u8
四川卫视,http://198.204.228.26/live/scwshd.m3u8
四川卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.108:11626
四川卫视,http://yahao.myqnapcloud.com:4022/rtp/239.77.0.159:5146
四川卫视,http://home.scanflove.com:7788/rtp/235.254.198.175:7980
四川卫视,http://sdray.gicp.net:8822/rtp/239.16.20.86:10860
四川卫视,http://esxi.juzhijian.com:8822/rtp/239.16.20.86:10860
天津卫视,http://198.204.228.26/live/tjwshd.m3u8
天津卫视,http://192.151.150.154/live/tjwshd.m3u8
天津卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=tjwshd
西藏卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=xzws
西藏卫视,http://198.204.228.26/live/xzws.m3u8
西藏卫视,http://207.56.13.146:81/cdnlive/xzws.m3u8
新疆卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=xjws
新疆卫视,http://207.56.13.146:81/cdnlive/xjws.m3u8
云南卫视,http://198.204.228.26/live/ynwshd.m3u8
云南卫视,http://107.150.60.122/live/ynwshd.m3u8
云南卫视,http://207.56.13.146:81/cdnlive/ynws.m3u8
云南卫视,https://hwapi.yntv.net/ew265l/z1z6s5.m3u8
浙江卫视,https://iptv.catvod.com/live.php?id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&line=5
浙江卫视,https://iptv.catvod.com/live.php?id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&line=7
浙江卫视,http://198.204.228.26/live/zjwshd.m3u8
浙江卫视,http://192.151.150.154/live/zjwshd.m3u8
浙江卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.85:10504
浙江卫视,http://esxi.juzhijian.com:8822/rtp/239.16.20.71:10710
